code,up_catholic,up_protestant,up_none_other,lapsed_catholic,lapsed_protestant,now_presbyterian,now_church_of_ireland,now_methodist,now_remaining_other_christian,sdz_unspecified_protestant,sdz_conservative_pool,sdz_free_presbyterian,grade_AB,grade_C1,grade_C2,grade_DE,id_british,id_irish,id_northern_irish,id_british_and_irish,id_british_and_northern_irish,id_irish_and_northern_irish,id_british_irish_and_northern_irish,id_other
N20003635,0.119048,0.683983,0.196970,0.028139,0.147186,0.248918,0.127706,0.054113,0.087723,0.008921,0.009417,0.000000,0.267647,0.335294,0.135294,0.261765,0.514039,0.058315,0.203024,0.002160,0.142549,0.008639,0.019438,0.051836
N20003636,0.186813,0.549451,0.263736,0.062726,0.228283,0.182482,0.025547,0.025547,0.074370,0.005784,0.006611,0.000826,0.242152,0.322870,0.183857,0.251121,0.313869,0.080292,0.262774,0.021898,0.083942,0.029197,0.054745,0.153285
N20003637,0.147059,0.647059,0.205882,0.031269,0.143901,0.265263,0.103158,0.044211,0.074875,0.007614,0.008037,0.000000,0.369863,0.375342,0.109589,0.145205,0.397895,0.090526,0.246316,0.016842,0.122105,0.016842,0.054737,0.054737
N20003638,0.152866,0.573248,0.273885,0.035595,0.161735,0.200426,0.093817,0.027719,0.071276,0.007310,0.007920,0.003046,0.386555,0.344538,0.162465,0.106443,0.367304,0.072187,0.280255,0.012739,0.150743,0.012739,0.040340,0.063694
N20003639,0.091314,0.737194,0.171492,0.022272,0.169265,0.273942,0.164811,0.044543,0.077053,0.003158,0.003790,0.000632,0.439716,0.255319,0.202128,0.102837,0.454343,0.040089,0.273942,0.042316,0.057906,0.008909,0.040089,0.082405
N20003640,0.287975,0.455696,0.256329,0.077112,0.120233,0.140575,0.079872,0.015974,0.074662,0.008380,0.014475,0.001524,0.071730,0.341772,0.282700,0.303797,0.338608,0.126582,0.202532,0.003165,0.082278,0.037975,0.009494,0.199367
N20003641,0.159011,0.568905,0.272085,0.038869,0.173145,0.180212,0.098940,0.035336,0.064686,0.006634,0.007187,0.002764,0.274678,0.321888,0.231760,0.171674,0.459364,0.060071,0.250883,0.014134,0.102473,0.014134,0.035336,0.063604
N20003642,0.268362,0.449153,0.282486,0.091219,0.140581,0.128571,0.054286,0.060000,0.049538,0.005560,0.009604,0.001011,0.105634,0.380282,0.267606,0.246479,0.316384,0.118644,0.231638,0.000000,0.132768,0.011299,0.014124,0.175141
N20003643,0.087879,0.775758,0.136364,0.021414,0.150380,0.314199,0.178248,0.039275,0.077463,0.007878,0.008315,0.000000,0.409722,0.298611,0.194444,0.097222,0.584848,0.030303,0.178788,0.003030,0.130303,0.009091,0.012121,0.051515
N20003644,0.139676,0.706478,0.153846,0.032171,0.134470,0.277890,0.152130,0.068966,0.062000,0.004822,0.005511,0.000689,0.231061,0.416667,0.098485,0.253788,0.477733,0.078947,0.212551,0.010121,0.111336,0.002024,0.030364,0.076923
N20003645,0.114943,0.697865,0.187192,0.035995,0.151813,0.243421,0.152961,0.069079,0.069007,0.008563,0.003022,0.000000,0.289294,0.444191,0.186788,0.079727,0.419672,0.063934,0.285246,0.008197,0.139344,0.014754,0.037705,0.031148
N20003646,0.087527,0.774617,0.137856,0.016099,0.116608,0.305195,0.162338,0.054113,0.116761,0.014489,0.005114,0.000000,0.406639,0.377593,0.112033,0.103734,0.509847,0.021882,0.199125,0.021882,0.155361,0.002188,0.039387,0.050328
N20003647,0.170690,0.636207,0.193103,0.032996,0.152558,0.220310,0.134251,0.046472,0.070740,0.008778,0.003098,0.000000,0.461942,0.335958,0.139108,0.062992,0.363167,0.067126,0.285714,0.025818,0.151463,0.008606,0.039587,0.058520
N20003648,0.100478,0.767943,0.131579,0.028708,0.162679,0.349282,0.165072,0.043062,0.031348,0.010449,0.006050,0.000000,0.352941,0.352941,0.133690,0.160428,0.539192,0.061758,0.235154,0.014252,0.097387,0.007126,0.023753,0.021378
N20003649,0.180505,0.581227,0.238267,0.045126,0.140794,0.281588,0.079422,0.018051,0.040209,0.013403,0.007760,0.000000,0.217391,0.345652,0.256522,0.180435,0.341155,0.039711,0.315884,0.010830,0.142599,0.019856,0.016245,0.113718
N20003650,0.097222,0.686869,0.215909,0.022821,0.125709,0.255990,0.153846,0.049180,0.079955,0.013007,0.006121,0.003060,0.226069,0.421589,0.226069,0.126273,0.436869,0.045455,0.229798,0.007576,0.162879,0.022727,0.040404,0.054293
N20003651,0.100656,0.592998,0.306346,0.017505,0.102845,0.221007,0.135667,0.010941,0.067360,0.049445,0.004300,0.001433,0.053030,0.250000,0.229798,0.467172,0.480349,0.028384,0.264192,0.004367,0.131004,0.000000,0.026201,0.065502
N20003652,0.141880,0.670085,0.188034,0.027546,0.112065,0.262799,0.134812,0.058020,0.080147,0.013038,0.006136,0.003068,0.314732,0.433036,0.189732,0.062500,0.492308,0.044444,0.244444,0.000000,0.164103,0.003419,0.010256,0.041026
N20003653,0.106280,0.625604,0.268116,0.018902,0.108614,0.288835,0.121359,0.019417,0.048033,0.035258,0.003066,0.001022,0.059937,0.201893,0.205047,0.533123,0.602906,0.033898,0.159806,0.007264,0.108959,0.002421,0.012107,0.072639
N20003654,0.108747,0.650118,0.241135,0.028558,0.138326,0.311321,0.094340,0.028302,0.050992,0.016997,0.009841,0.000000,0.032070,0.241983,0.154519,0.571429,0.502358,0.047170,0.226415,0.004717,0.120283,0.002358,0.023585,0.073113
N20003655,0.091603,0.702290,0.206107,0.032443,0.148855,0.286260,0.110687,0.015267,0.110544,0.017983,0.008463,0.004231,0.242358,0.408297,0.139738,0.209607,0.504798,0.024952,0.155470,0.001919,0.207294,0.005758,0.024952,0.074856
N20003656,0.068337,0.628702,0.302961,0.011390,0.086560,0.341686,0.104784,0.022779,0.040070,0.029413,0.002558,0.000853,0.016260,0.222222,0.222222,0.539295,0.569794,0.025172,0.155606,0.000000,0.173913,0.000000,0.006865,0.068650
N20003657,0.100000,0.640000,0.260000,0.023077,0.167066,0.284900,0.116809,0.019943,0.028190,0.020693,0.001799,0.000600,0.033898,0.332203,0.277966,0.355932,0.528409,0.031250,0.193182,0.002841,0.130682,0.002841,0.017045,0.093750
N20003658,0.077128,0.800532,0.122340,0.023936,0.135638,0.271277,0.164894,0.090426,0.108256,0.017611,0.008288,0.004144,0.230392,0.436275,0.205882,0.127451,0.547170,0.021563,0.175202,0.008086,0.150943,0.010782,0.040431,0.045822
N20003659,0.041176,0.625490,0.333333,0.005882,0.098039,0.280392,0.133333,0.039216,0.046399,0.017273,0.010838,0.000000,0.008969,0.237668,0.224215,0.529148,0.564453,0.017578,0.144531,0.003906,0.191406,0.013672,0.009766,0.054688
N20003660,0.079208,0.608911,0.311881,0.022277,0.111386,0.329208,0.071782,0.024752,0.039459,0.028965,0.002519,0.000840,0.028490,0.213675,0.213675,0.544160,0.584158,0.044554,0.173267,0.009901,0.148515,0.007426,0.004950,0.027228
N20003661,0.101205,0.549398,0.349398,0.016867,0.103614,0.185542,0.142169,0.024096,0.065060,0.012936,0.015980,0.000000,0.127596,0.335312,0.228487,0.308605,0.453012,0.040964,0.192771,0.000000,0.108434,0.031325,0.019277,0.154217
N20003662,0.069444,0.716667,0.213889,0.011273,0.110018,0.385042,0.141274,0.024931,0.034500,0.012843,0.008058,0.000000,0.010453,0.264808,0.181185,0.543554,0.606648,0.011080,0.171745,0.002770,0.132964,0.011080,0.013850,0.049861
N20003663,0.129754,0.626398,0.243848,0.044743,0.109620,0.230425,0.123043,0.035794,0.072553,0.029314,0.021986,0.003664,0.053659,0.292683,0.160976,0.492683,0.536913,0.020134,0.208054,0.004474,0.143177,0.004474,0.011186,0.071588
N20003664,0.050186,0.687732,0.262082,0.020501,0.116304,0.246753,0.148423,0.048237,0.079718,0.029676,0.018620,0.000000,0.089172,0.343949,0.263270,0.303609,0.582560,0.018553,0.185529,0.001855,0.166976,0.003711,0.011132,0.029685
N20003665,0.099138,0.646552,0.254310,0.017241,0.137931,0.245690,0.086207,0.068966,0.067104,0.024980,0.015674,0.000000,0.010929,0.327869,0.169399,0.491803,0.536481,0.034335,0.210300,0.000000,0.145923,0.008584,0.004292,0.060086
N20003666,0.058824,0.740741,0.200436,0.006536,0.089325,0.333333,0.148148,0.056645,0.064458,0.026044,0.019533,0.003255,0.040921,0.153453,0.158568,0.647059,0.557734,0.013072,0.228758,0.006536,0.137255,0.002179,0.015251,0.039216
N20003667,0.085766,0.666058,0.248175,0.020073,0.147810,0.281022,0.091241,0.049270,0.066957,0.013313,0.016446,0.000000,0.133205,0.471042,0.258687,0.137066,0.522852,0.027422,0.223035,0.003656,0.148080,0.003656,0.018282,0.053016
N20003668,0.062112,0.662526,0.275362,0.008504,0.120258,0.255670,0.113402,0.032990,0.087310,0.032502,0.020394,0.000000,0.062356,0.274827,0.193995,0.468822,0.593814,0.022680,0.169072,0.004124,0.136082,0.004124,0.006186,0.063918
N20003669,0.108800,0.676800,0.214400,0.030148,0.126238,0.285714,0.128411,0.038523,0.067786,0.013478,0.016649,0.000000,0.243461,0.442656,0.175050,0.138833,0.476726,0.016051,0.205457,0.019262,0.208668,0.003210,0.028892,0.041734
N20003670,0.094444,0.561111,0.344444,0.016667,0.161111,0.230556,0.077778,0.022222,0.039511,0.015964,0.011973,0.001996,0.138138,0.378378,0.162162,0.321321,0.386740,0.038674,0.212707,0.000000,0.215470,0.013812,0.016575,0.116022
N20003671,0.121372,0.651715,0.226913,0.018470,0.182058,0.248021,0.092348,0.023747,0.060049,0.024262,0.018197,0.003033,0.128065,0.416894,0.163488,0.291553,0.411609,0.034301,0.232190,0.007916,0.189974,0.013193,0.026385,0.084433
N20003672,0.074850,0.661677,0.263473,0.011976,0.131737,0.347305,0.089820,0.023952,0.047674,0.009479,0.011709,0.000000,0.283217,0.409091,0.195804,0.111888,0.535928,0.035928,0.206587,0.014970,0.152695,0.002994,0.008982,0.041916
N20003673,0.067867,0.682825,0.249307,0.013700,0.134214,0.295833,0.073611,0.036111,0.082743,0.040375,0.017944,0.001994,0.217201,0.460641,0.211370,0.110787,0.515950,0.016644,0.201110,0.001387,0.183079,0.008322,0.023578,0.049931
N20003674,0.102273,0.730114,0.167614,0.022501,0.166011,0.296296,0.133903,0.031339,0.059323,0.028947,0.012865,0.001429,0.272727,0.470219,0.163009,0.094044,0.522727,0.022727,0.252841,0.000000,0.133523,0.008523,0.019886,0.039773
N20003675,0.082380,0.677346,0.240275,0.018307,0.157895,0.242563,0.089245,0.025172,0.112480,0.022364,0.027627,0.000000,0.276442,0.524038,0.163462,0.036058,0.418764,0.029748,0.187643,0.000000,0.286041,0.006865,0.027460,0.043478
N20003676,0.118674,0.617801,0.263525,0.019371,0.147418,0.217770,0.099303,0.038328,0.066506,0.032452,0.014423,0.001603,0.215722,0.438757,0.204753,0.140768,0.454545,0.036713,0.218531,0.001748,0.195804,0.003497,0.033217,0.055944
N20003677,0.089041,0.696347,0.214612,0.020548,0.118721,0.344749,0.102740,0.036530,0.054142,0.026419,0.011742,0.001305,0.047368,0.215789,0.263158,0.473684,0.576310,0.036446,0.132118,0.002278,0.177677,0.000000,0.011390,0.063781
N20003678,0.110454,0.611440,0.278107,0.021521,0.129226,0.256917,0.114625,0.029644,0.046866,0.022868,0.010164,0.001129,0.221757,0.504184,0.184100,0.089958,0.411417,0.053150,0.255906,0.009843,0.169291,0.023622,0.025591,0.051181
N20003679,0.085185,0.844444,0.070370,0.014815,0.103704,0.392593,0.225926,0.055556,0.041358,0.014198,0.010494,0.000617,0.170732,0.219512,0.304878,0.304878,0.559259,0.040741,0.255556,0.007407,0.085185,0.007407,0.000000,0.044444
N20003680,0.082816,0.730849,0.186335,0.022650,0.172758,0.230290,0.207469,0.029046,0.077170,0.006588,0.006588,0.000941,0.316000,0.420000,0.132000,0.132000,0.484536,0.068041,0.181443,0.020619,0.119588,0.010309,0.026804,0.088660
N20003681,0.096685,0.798343,0.104972,0.038674,0.196133,0.359116,0.135359,0.044199,0.053711,0.004585,0.004585,0.000655,0.566667,0.287500,0.100000,0.045833,0.440111,0.064067,0.186630,0.011142,0.172702,0.002786,0.038997,0.083565
N20003682,0.069705,0.777480,0.152815,0.008208,0.119726,0.331551,0.213904,0.032086,0.067810,0.005789,0.005789,0.000827,0.131004,0.327511,0.135371,0.406114,0.512064,0.032172,0.195710,0.010724,0.184987,0.013405,0.021448,0.029491
N20003683,0.081699,0.767974,0.150327,0.035948,0.166667,0.251634,0.153595,0.062092,0.096869,0.017654,0.018559,0.000905,0.239362,0.356383,0.292553,0.111702,0.488599,0.035831,0.241042,0.009772,0.133550,0.006515,0.026059,0.058632
N20003684,0.081553,0.784466,0.133981,0.027290,0.142993,0.294574,0.193798,0.067829,0.061649,0.011235,0.011811,0.000576,0.364964,0.401460,0.124088,0.109489,0.490234,0.035156,0.224609,0.013672,0.158203,0.015625,0.044922,0.017578
N20003685,0.092243,0.786164,0.121593,0.016771,0.174004,0.339623,0.161426,0.037736,0.045520,0.015626,0.011550,0.000679,0.274691,0.361111,0.243827,0.120370,0.461216,0.035639,0.220126,0.014675,0.148847,0.016771,0.060797,0.041929
N20003686,0.125731,0.710526,0.163743,0.018173,0.146573,0.293605,0.142442,0.037791,0.065152,0.011873,0.012482,0.000609,0.188000,0.496000,0.256000,0.060000,0.482456,0.061404,0.228070,0.008772,0.154971,0.008772,0.011696,0.043860
N20003687,0.085427,0.733668,0.180905,0.025126,0.135678,0.314070,0.138191,0.022613,0.089009,0.016221,0.017053,0.000832,0.255474,0.361314,0.237226,0.145985,0.489950,0.052764,0.190955,0.010050,0.155779,0.012563,0.030151,0.057789
N20003688,0.060942,0.806094,0.132964,0.013981,0.129299,0.328729,0.174033,0.077348,0.086326,0.005919,0.004440,0.000000,0.440171,0.418803,0.085470,0.055556,0.539726,0.038356,0.200000,0.013699,0.126027,0.002740,0.030137,0.049315
N20003689,0.082011,0.650794,0.267196,0.015873,0.158730,0.214286,0.129630,0.055556,0.066942,0.012200,0.012825,0.000626,0.222591,0.441860,0.172757,0.162791,0.465608,0.039683,0.246032,0.002646,0.182540,0.002646,0.015873,0.044974
N20003690,0.074627,0.779104,0.146269,0.008955,0.143284,0.301493,0.202985,0.035821,0.069060,0.012586,0.013231,0.000645,0.308036,0.366071,0.169643,0.156250,0.561562,0.021021,0.216216,0.003003,0.126126,0.006006,0.027027,0.039039
N20003691,0.092807,0.737819,0.169374,0.016595,0.109644,0.288684,0.157044,0.034642,0.106860,0.019474,0.020473,0.000999,0.218638,0.415771,0.272401,0.093190,0.508121,0.027842,0.287703,0.000000,0.143852,0.000000,0.013921,0.018561
N20003692,0.047619,0.761905,0.190476,0.015873,0.137566,0.285714,0.142857,0.058201,0.108821,0.010266,0.017452,0.001027,0.263889,0.402778,0.222222,0.111111,0.631579,0.021053,0.121053,0.010526,0.152632,0.000000,0.026316,0.036842
N20003693,0.063181,0.819172,0.117647,0.013289,0.172751,0.281996,0.173536,0.071584,0.106523,0.007304,0.005478,0.000000,0.438298,0.429787,0.059574,0.072340,0.504367,0.028384,0.183406,0.021834,0.117904,0.002183,0.074236,0.067686
N20003694,0.100218,0.705882,0.193900,0.023965,0.139434,0.291939,0.148148,0.039216,0.068936,0.006503,0.011056,0.000650,0.210682,0.397626,0.252226,0.139466,0.531590,0.058824,0.213508,0.006536,0.119826,0.004357,0.019608,0.045752
N20003695,0.113208,0.722642,0.164151,0.024528,0.128302,0.283019,0.118868,0.064151,0.101493,0.009575,0.016277,0.000957,0.281250,0.403409,0.215909,0.099432,0.462264,0.056604,0.247170,0.001887,0.171698,0.000000,0.020755,0.039623
N20003696,0.100176,0.762742,0.137083,0.019474,0.145198,0.273684,0.150877,0.047368,0.106136,0.012296,0.026534,0.000647,0.304636,0.423841,0.155629,0.115894,0.528269,0.026502,0.204947,0.010601,0.148410,0.007067,0.030035,0.044170
N20003697,0.083929,0.742857,0.173214,0.024789,0.122785,0.317204,0.163082,0.078853,0.044413,0.005145,0.011103,0.000271,0.464380,0.374670,0.084433,0.076517,0.500894,0.048301,0.157424,0.016100,0.186047,0.003578,0.053667,0.033989
N20003698,0.083882,0.722039,0.194079,0.013158,0.125000,0.276316,0.175987,0.050987,0.063549,0.015101,0.014471,0.000629,0.173246,0.438596,0.162281,0.225877,0.552805,0.019802,0.222772,0.006601,0.138614,0.001650,0.023102,0.034653
N20003699,0.103226,0.681720,0.215054,0.025472,0.128805,0.250540,0.151188,0.030238,0.081986,0.019482,0.018670,0.000812,0.174387,0.365123,0.261580,0.198910,0.551724,0.036638,0.200431,0.004310,0.131466,0.002155,0.015086,0.058190
N20003700,0.078905,0.734300,0.186795,0.027375,0.130435,0.328502,0.135266,0.045089,0.084829,0.005817,0.004363,0.000000,0.298419,0.418972,0.177866,0.104743,0.481481,0.037037,0.223833,0.012882,0.167472,0.003221,0.016103,0.057971
N20003701,0.130037,0.719780,0.150183,0.018315,0.117216,0.346154,0.139194,0.031136,0.062743,0.007269,0.015686,0.000383,0.333333,0.408983,0.193853,0.063830,0.518315,0.023810,0.161172,0.007326,0.221612,0.009158,0.038462,0.020147
N20003702,0.105263,0.736842,0.157895,0.020624,0.169444,0.260188,0.184953,0.047022,0.054838,0.006353,0.013710,0.000334,0.365979,0.407216,0.164948,0.061856,0.527778,0.055556,0.200617,0.000000,0.141975,0.003086,0.024691,0.046296
N20003703,0.110256,0.592308,0.297436,0.026073,0.156083,0.191327,0.117347,0.028061,0.067439,0.016025,0.015357,0.000668,0.125000,0.366477,0.196023,0.312500,0.488608,0.037975,0.232911,0.007595,0.154430,0.012658,0.030380,0.035443
N20003704,0.051923,0.821154,0.126923,0.019168,0.169901,0.319846,0.196532,0.044316,0.080856,0.005544,0.004158,0.000000,0.465257,0.338369,0.126888,0.069486,0.488417,0.038610,0.206564,0.025097,0.144788,0.009653,0.042471,0.044402
N20003705,0.106522,0.717391,0.176087,0.026087,0.152174,0.286957,0.156522,0.047826,0.050102,0.011905,0.011409,0.000496,0.234421,0.451039,0.175074,0.139466,0.506522,0.039130,0.206522,0.006522,0.158696,0.013043,0.019565,0.050000
N20003706,0.078049,0.756098,0.165854,0.021951,0.139024,0.302439,0.178049,0.046341,0.065778,0.007621,0.016444,0.000401,0.386029,0.386029,0.165441,0.062500,0.502439,0.039024,0.187805,0.019512,0.163415,0.014634,0.029268,0.043902
N20003707,0.088000,0.754667,0.157333,0.013333,0.149333,0.341333,0.141333,0.042667,0.048000,0.022054,0.009514,0.000432,0.174074,0.362963,0.162963,0.300000,0.497326,0.032086,0.200535,0.002674,0.179144,0.008021,0.034759,0.045455
N20003708,0.120896,0.682090,0.197015,0.023881,0.132836,0.297015,0.113433,0.064179,0.050586,0.012020,0.011520,0.000501,0.223958,0.470486,0.180556,0.125000,0.503737,0.038864,0.257100,0.011958,0.110613,0.002990,0.017937,0.056801
N20003709,0.112397,0.666116,0.221488,0.021488,0.123967,0.271074,0.125620,0.042975,0.069466,0.016507,0.015819,0.000688,0.150000,0.455769,0.194231,0.200000,0.512397,0.033058,0.204959,0.008264,0.142149,0.009917,0.031405,0.057851
N20003710,0.154185,0.674009,0.171806,0.026432,0.167401,0.242291,0.096916,0.052863,0.080078,0.017722,0.014768,0.001969,0.191358,0.345679,0.308642,0.154321,0.464602,0.061947,0.252212,0.004425,0.141593,0.004425,0.030973,0.039823
N20003711,0.093333,0.720000,0.186667,0.022537,0.127080,0.247788,0.230088,0.053097,0.037168,0.017077,0.007367,0.000335,0.075630,0.403361,0.252101,0.268908,0.656250,0.008929,0.160714,0.008929,0.089286,0.004464,0.000000,0.071429
N20003712,0.091195,0.729560,0.179245,0.018410,0.159939,0.292722,0.139241,0.049051,0.061949,0.013710,0.011425,0.001523,0.195455,0.454545,0.175000,0.175000,0.477165,0.056693,0.209449,0.023622,0.154331,0.012598,0.023622,0.042520
N20003713,0.065455,0.734545,0.200000,0.010509,0.148465,0.238095,0.190476,0.054945,0.061538,0.028274,0.012197,0.000554,0.180952,0.457143,0.090476,0.271429,0.534545,0.043636,0.203636,0.010909,0.141818,0.003636,0.010909,0.050909
N20003714,0.056296,0.745185,0.198519,0.017721,0.107203,0.324926,0.146884,0.047478,0.082984,0.018365,0.015304,0.002041,0.362776,0.413249,0.168770,0.055205,0.542899,0.016272,0.196746,0.004438,0.168639,0.007396,0.025148,0.038462
N20003715,0.070632,0.758364,0.171004,0.014870,0.171004,0.327138,0.118959,0.037175,0.062454,0.028695,0.012378,0.000563,0.201389,0.305556,0.159722,0.333333,0.464684,0.070632,0.189591,0.007435,0.144981,0.007435,0.048327,0.066914
N20003716,0.095890,0.645548,0.258562,0.018703,0.124107,0.238422,0.121784,0.058319,0.071953,0.015924,0.013270,0.001769,0.242604,0.410256,0.193294,0.153846,0.505137,0.035959,0.167808,0.003425,0.184932,0.005137,0.027397,0.070205
N20003717,0.126609,0.660944,0.212446,0.012631,0.116858,0.268817,0.129032,0.034409,0.078183,0.017303,0.014419,0.001923,0.645833,0.261574,0.069444,0.023148,0.450644,0.045064,0.195279,0.006438,0.203863,0.015021,0.036481,0.047210
N20003718,0.094470,0.755760,0.149770,0.018782,0.180072,0.305046,0.151376,0.043578,0.045413,0.020865,0.009001,0.000409,0.255034,0.275168,0.244966,0.224832,0.488532,0.036697,0.224771,0.006881,0.149083,0.004587,0.011468,0.077982
N20003719,0.125170,0.726531,0.148299,0.029802,0.132525,0.268392,0.133515,0.089918,0.071438,0.015810,0.013175,0.001757,0.461417,0.337008,0.138583,0.062992,0.474185,0.047554,0.202446,0.006793,0.169837,0.010870,0.048913,0.039402
N20003720,0.042827,0.706638,0.250535,0.004283,0.083512,0.325482,0.182013,0.040685,0.044968,0.020661,0.008913,0.000405,0.040000,0.132500,0.270000,0.557500,0.663812,0.032120,0.139186,0.002141,0.122056,0.000000,0.002141,0.038544
N20003721,0.076555,0.734450,0.188995,0.011651,0.140700,0.403846,0.105769,0.038462,0.028334,0.009727,0.007189,0.000423,0.227848,0.395570,0.227848,0.148734,0.517986,0.035971,0.160671,0.033573,0.151079,0.021583,0.059952,0.019185
N20003722,0.085057,0.783908,0.131034,0.029885,0.188506,0.321839,0.137931,0.045977,0.059316,0.017045,0.009886,0.003409,0.167832,0.503497,0.139860,0.188811,0.474771,0.061927,0.213303,0.013761,0.149083,0.011468,0.018349,0.057339
N20003723,0.028090,0.724719,0.247191,0.013966,0.100425,0.336158,0.192090,0.048023,0.028814,0.013239,0.005711,0.000260,0.075085,0.197952,0.276451,0.450512,0.607345,0.016949,0.166667,0.000000,0.169492,0.000000,0.019774,0.019774
